Male,White,-0.12,-0.33,2.8,68.0,658.9473519999998,4.0,3.0,0.0,34.0,1.0
Female,White,0.49,0.22,3.3,56.0,653.6841965,3.0,3.0,1.0,30.5,1.0
Male,White,-0.68,-0.2,3.4,62.0,829.473663,4.0,5.0,0.0,41.0,1.0
Female,White,-0.5,-0.81,3.2,61.0,683.157879,4.0,5.0,0.0,33.0,1.0
Female,White,-1.5,-1.31,3.3,52.0,701.0526155,3.0,4.0,0.0,33.5,1.0
Female,White,-0.06,0.45,3.3,68.0,819.473663,3.0,3.0,0.0,41.0,1.0
Female,White,1.77,2.16,4.0,69.0,921.052609,4.0,4.0,0.0,43.0,1.0
Female,White,-0.19,-0.38,3.2,68.0,691.0526155,4.0,2.0,0.0,33.5,1.0
Male,White,0.4,0.83,3.0,68.0,726.315771,5.0,3.0,0.0,37.0,1.0
Female,White,-1.07,-1.85,2.7,68.0,562.1052505,4.0,3.0,0.0,28.5,1.0
Female,Other,-0.77,-1.16,2.9,68.0,558.4210410000001,4.0,3.0,0.0,27.0,1.0
Male,White,-0.35,0.1,3.7,67.0,780.526298,4.0,6.0,0.0,36.0,1.0
Male,White,0.33,0.47,2.8,63.0,753.6841900000001,4.0,3.0,0.0,40.0,1.0
Male,White,-1.57,-1.03,3.2,68.0,809.473663,4.0,5.0,0.0,41.0,1.0
Male,White,-1.45,-1.67,2.6,66.0,631.0526155,3.0,3.0,0.0,33.5,0.0
Male,White,0.05,-0.86,3.0,69.0,607.8947235,3.0,3.0,0.0,29.5,1.0
Female,White,0.31,-0.01,3.1,65.0,704.736825,5.0,4.0,0.0,35.0,1.0
Female,White,-1.41,-1.25,3.0,54.0,694.736825,3.0,3.0,0.0,35.0,1.0
Female,Black,-1.02,0.0,2.9,69.0,416.315784,4.0,1.0,0.0,18.0,1.0
Male,White,-1.12,-1.29,3.0,67.0,647.3684059999999,3.0,3.0,0.0,32.0,1.0
Male,White,-0.84,-0.54,2.9,68.0,716.3157709999998,1.0,4.0,0.0,37.0,1.0
Male,Other,0.04,-0.25,3.0,66.0,607.8947235,4.0,4.0,0.0,29.5,0.0
Male,White,-0.41,-0.8,2.9,69.0,763.6841900000001,4.0,4.0,0.0,40.0,1.0
Female,White,1.04,1.79,3.7,49.0,796.315771,5.0,5.0,0.0,37.0,1.0
Male,White,-0.33,0.92,2.9,64.0,716.3157709999998,3.0,5.0,1.0,37.0,1.0
Female,White,-0.67,-0.55,3.6,69.0,849.4736630000001,5.0,6.0,0.0,41.0,1.0
Male,White,-1.15,-0.9,3.2,68.0,762.1052440000001,4.0,4.0,0.0,38.0,1.0
Male,White,0.0,0.0,2.9,64.0,826.842082,4.0,6.0,0.0,44.0,1.0
Male,White,-1.64,-1.74,3.6,69.0,691.578933,3.0,3.0,0.0,31.0,0.0
Male,White,0.88,0.75,2.4,69.0,682.1052440000001,4.0,3.0,0.0,38.0,1.0
Female,White,0.64,0.27,3.1,68.0,767.894717,4.0,4.0,0.0,39.0,1.0
Female,White,-0.89,0.0,3.4,58.0,671.578933,3.0,3.0,0.0,31.0,0.0
Female,White,-1.11,-0.42,3.6,69.0,802.1052440000001,4.0,3.0,0.0,38.0,1.0
Female,White,-0.47,-0.36,3.2,68.0,777.894717,4.0,4.0,0.0,39.0,1.0
Female,White,-0.34,-0.39,3.8,70.0,948.421028,3.0,6.0,0.0,46.0,1.0
Female,White,0.24,0.46,4.0,70.0,873.6841900000001,3.0,4.0,0.0,40.0,1.0
Male,White,-0.56,-0.89,3.0,67.0,678.9473519999998,5.0,5.0,0.0,34.0,1.0
Female,Black,-1.19,-1.45,2.6,68.0,599.4736695,3.0,6.0,0.0,31.5,1.0
Female,White,0.41,1.24,3.4,69.0,718.9473519999998,3.0,3.0,0.0,34.0,1.0
Female,White,-0.21,-0.52,3.5,70.0,776.315771,2.0,2.0,0.0,37.0,1.0
Female,White,-0.57,-0.07,3.4,69.0,845.2631359999998,3.0,5.0,0.0,42.0,0.0
Female,White,-0.5,-0.83,3.4,69.0,845.2631359999998,3.0,4.0,0.0,42.0,1.0
Male,White,-0.65,0.13,3.5,62.0,839.4736630000001,3.0,5.0,0.0,41.0,1.0
Male,White,-0.86,-2.02,3.5,66.0,855.2631359999999,4.0,4.0,0.0,42.0,0.0
Male,White,0.74,0.57,2.6,47.0,623.157879,3.0,2.0,1.0,33.0,0.0
Female,White,-0.07,-0.27,3.7,67.0,748.9473519999999,4.0,3.0,0.0,34.0,1.0
Female,White,0.8,0.87,3.7,60.0,859.4736630000001,3.0,5.0,0.0,41.0,1.0
Female,Black,-1.05,-1.37,3.0,57.0,631.578933,3.0,5.0,0.0,31.0,1.0
Female,White,-1.01,0.0,3.4,57.0,655.78946,3.0,2.0,0.0,30.0,0.0
Male,White,0.69,0.43,3.4,63.0,939.9999740000001,4.0,4.0,1.0,48.0,1.0
Female,White,0.81,1.13,3.7,68.0,780.526298,3.0,3.0,0.0,36.0,0.0
Male,Other,-0.42,0.19,2.8,48.0,564.210514,3.0,1.0,0.0,28.0,0.0
Male,Other,-1.34,-1.56,2.5,64.0,450.5263071,3.0,4.0,0.0,22.7,1.0
Female,Other,0.6,0.44,3.1,65.0,752.1052440000001,3.0,5.0,0.0,38.0,1.0
Male,White,-1.09,-1.2,3.0,68.0,742.1052440000001,4.0,5.0,0.0,38.0,1.0
Female,White,-1.79,0.0,2.5,63.0,644.736825,3.0,3.0,0.0,35.0,0.0
Male,Other,-0.03,-0.2,3.1,69.0,767.894717,4.0,3.0,0.0,39.0,1.0
Male,White,1.75,-0.54,2.6,58.0,623.157879,3.0,4.0,1.0,33.0,0.0
Male,Other,-1.33,0.0,2.6,67.0,670.526298,4.0,3.0,0.0,36.0,0.0
Male,White,1.37,0.93,3.1,67.0,846.842082,4.0,5.0,0.0,44.0,1.0
Male,White,-1.28,-0.77,2.9,61.0,700.526298,3.0,3.0,0.0,36.0,1.0
Male,Black,-1.51,-1.2,3.2,69.0,588.4210410000002,4.0,3.0,0.0,27.0,0.0
Female,White,-1.06,-1.15,3.7,69.0,875.2631359999999,4.0,6.0,0.0,42.0,1.0
Male,White,0.06,-0.11,3.7,64.0,764.736825,3.0,4.0,0.0,35.0,0.0
Female,Other,-0.29,0.41,3.4,70.0,655.78946,3.0,6.0,0.0,30.0,1.0
Female,White,-0.6,0.85,3.4,69.0,924.210501,5.0,6.0,0.0,47.0,1.0
Female,Other,0.0,0.0,3.0,62.0,647.3684059999999,3.0,3.0,0.0,32.0,0.0
Male,White,-0.29,-0.23,3.9,68.0,768.9473519999998,3.0,4.0,0.0,34.0,1.0
Male,Other,-0.08,0.33,3.9,69.0,800.526298,4.0,5.0,0.0,36.0,1.0
Male,White,0.0,0.0,3.7,54.0,748.9473519999999,2.0,3.0,0.0,34.0,0.0
Female,White,-0.01,-0.88,3.5,68.0,705.2631425,4.0,3.0,0.0,32.5,1.0
Female,White,0.32,0.23,3.5,68.0,713.157879,4.0,3.0,0.0,33.0,1.0
Female,White,0.41,0.25,3.4,69.0,703.157879,4.0,3.0,0.0,33.0,1.0
Female,White,1.02,0.57,3.2,68.0,730.526298,4.0,4.0,0.0,36.0,1.0
Male,White,0.02,0.58,3.6,69.0,817.894717,4.0,4.0,0.0,39.0,1.0
Female,Black,-1.79,0.0,2.7,64.0,506.842095,1.0,3.0,0.0,25.0,0.0
Male,White,0.0,0.0,3.1,60.0,767.894717,4.0,4.0,0.0,39.0,0.0
Female,White,0.21,0.19,3.4,69.0,829.473663,5.0,4.0,0.0,41.0,1.0
Male,Other,-1.79,0.0,2.5,69.0,692.1052440000001,4.0,3.0,0.0,38.0,0.0
Female,White,-0.62,-1.13,3.0,69.0,805.263136,3.0,3.0,0.0,42.0,0.0
Female,Black,-1.78,0.0,2.6,68.0,765.263136,3.0,6.0,0.0,42.0,0.0
Male,White,0.05,-0.55,3.2,69.0,659.4736695,5.0,2.0,0.0,31.5,1.0
Male,White,-1.35,-0.49,3.4,54.0,718.9473519999998,3.0,3.0,0.0,34.0,1.0
Female,White,0.16,-0.16,2.5,65.0,707.8947169999999,3.0,3.0,0.0,39.0,1.0
Male,White,-0.84,-2.02,3.2,35.0,635.78946,2.0,4.0,0.0,30.0,0.0
Male,White,-0.21,-0.63,3.6,68.0,715.2631425,4.0,3.0,0.0,32.5,1.0
Male,White,-0.4,-0.71,2.8,69.0,753.6841900000001,4.0,2.0,0.0,40.0,1.0
Female,White,1.04,0.9,3.9,69.0,926.842082,4.0,3.0,0.0,44.0,1.0
Male,White,0.25,0.65,3.3,68.0,614.210514,3.0,2.0,0.0,28.0,1.0
Male,White,-0.7,-0.87,3.7,67.0,843.6841900000002,4.0,3.0,0.0,40.0,1.0
Male,White,0.99,-0.1,2.8,56.0,548.4210410000001,4.0,3.0,1.0,27.0,0.0
Male,White,-0.52,-0.05,3.1,65.0,704.736825,2.0,3.0,0.0,35.0,1.0
Male,White,-0.67,-0.69,2.8,55.0,540.5263044999998,2.0,5.0,1.0,26.5,1.0
Male,White,0.82,0.47,3.6,68.0,896.842082,4.0,6.0,0.0,44.0,1.0
Female,White,1.98,2.52,3.8,71.0,932.631555,3.0,4.0,0.0,45.0,1.0
Male,White,1.45,1.0,2.8,63.0,753.6841900000001,4.0,4.0,0.0,40.0,1.0
Male,White,-0.72,-1.05,4.0,70.0,936.842082,3.0,5.0,0.0,44.0,1.0
Male,White,-0.2,-0.58,2.7,56.0,743.6841900000002,4.0,5.0,1.0,40.0,0.0
Male,White,1.2,0.91,2.0,63.0,673.6841900000001,5.0,3.0,0.0,40.0,1.0
Male,Other,-0.34,-0.9,3.0,68.0,678.9473519999998,4.0,6.0,0.0,34.0,1.0
Female,White,0.86,0.68,4.0,69.0,936.842082,3.0,6.0,0.0,44.0,1.0
Female,White,-0.71,-0.88,3.3,69.0,740.526298,4.0,4.0,0.0,36.0,1.0
Male,Black,1.22,0.71,3.0,67.0,647.3684059999999,4.0,1.0,0.0,32.0,1.0
Male,Other,0.0,0.0,3.2,65.0,619.999987,4.0,6.0,0.0,29.0,1.0
Female,White,-0.13,-0.48,3.3,61.0,724.736825,2.0,4.0,0.0,35.0,1.0
Male,Other,-0.44,-1.26,3.1,64.0,562.631568,2.0,5.0,0.0,26.0,1.0
Female,Other,-2.7,0.0,2.9,68.0,589.9999869999998,2.0,4.0,0.0,29.0,0.0
Male,White,-1.72,-1.85,3.2,66.0,643.6841965,4.0,2.0,0.0,30.5,0.0
Male,White,1.05,1.35,2.6,59.0,638.9473519999999,3.0,3.0,1.0,34.0,1.0
Male,Black,0.04,-0.42,3.0,62.0,615.78946,3.0,2.0,0.0,30.0,1.0
Male,White,0.0,0.0,3.9,63.0,737.3684059999998,4.0,4.0,0.0,32.0,0.0
Female,White,0.3,-0.39,2.9,69.0,716.3157709999998,3.0,3.0,1.0,37.0,1.0
Female,White,-1.45,-1.09,3.7,69.0,827.894717,3.0,3.0,0.0,39.0,1.0
Male,White,1.37,1.43,3.2,68.0,714.736825,4.0,5.0,0.0,35.0,1.0
Male,Other,-0.81,-0.82,3.7,68.0,606.842095,4.0,1.0,0.0,25.0,0.0
Female,White,0.37,0.62,3.4,69.0,718.9473519999998,3.0,3.0,0.0,34.0,1.0
Female,White,-0.41,-0.93,3.5,68.0,673.6841965,3.0,3.0,0.0,30.5,1.0
Male,White,0.0,0.0,3.0,51.0,473.684203,4.0,1.0,0.0,21.0,0.0
Male,White,-0.72,1.61,3.6,68.0,786.315771,1.0,4.0,0.0,37.0,1.0
Male,White,0.0,0.0,3.3,66.0,772.1052440000001,3.0,3.0,0.0,38.0,1.0
Female,White,0.86,0.65,3.7,68.0,875.2631359999999,4.0,4.0,0.0,42.0,1.0
Female,White,0.1,-0.03,3.9,69.0,847.8947169999999,3.0,6.0,0.0,39.0,1.0
Male,White,-0.45,-0.37,3.0,66.0,789.473663,5.0,3.0,0.0,41.0,1.0
Male,White,1.91,2.02,3.2,67.0,746.315771,3.0,3.0,0.0,37.0,1.0
Female,Black,-1.79,-1.77,2.7,70.0,601.578933,3.0,3.0,0.0,31.0,1.0
Male,White,0.89,1.06,3.7,69.0,969.9999740000001,5.0,5.0,0.0,48.0,1.0
Female,White,-0.9,-0.77,2.4,69.0,618.9473519999998,3.0,2.0,0.0,34.0,1.0
Male,White,1.37,0.85,3.1,63.0,589.4736721,3.0,5.0,0.0,27.7,1.0
Female,White,0.12,0.24,3.1,64.0,862.6315549999998,4.0,4.0,0.0,45.0,1.0
Female,Other,-0.22,0.1,3.6,69.0,754.736825,4.0,4.0,0.0,35.0,1.0
Male,White,-1.44,-1.65,4.0,28.0,731.578933,3.0,3.0,0.0,31.0,1.0
Female,White,0.0,0.2,3.3,66.0,756.3157709999998,4.0,3.0,1.0,37.0,1.0
Female,Other,-1.04,-1.0,2.9,69.0,653.157879,5.0,2.0,0.0,33.0,1.0
Male,White,-0.72,-0.19,3.4,67.0,797.8947169999999,4.0,4.0,0.0,39.0,1.0
Female,Other,0.0,0.0,3.8,67.0,916.842082,4.0,6.0,0.0,44.0,1.0
Male,White,-2.68,0.0,3.2,69.0,730.526298,3.0,4.0,0.0,36.0,0.0
Male,White,-1.57,-0.79,3.2,63.0,825.263136,2.0,4.0,0.0,42.0,1.0
Female,White,-0.29,-0.53,3.1,63.0,862.6315549999998,2.0,3.0,0.0,45.0,1.0
Female,White,0.18,0.32,3.0,62.0,821.052609,3.0,4.0,0.0,43.0,1.0
Male,Black,-0.11,0.0,3.1,62.0,609.999987,3.0,5.0,1.0,29.0,0.0
Male,Other,-0.38,-0.45,3.3,64.0,669.4736694999998,3.0,3.0,0.0,31.5,1.0
Male,White,0.67,0.32,3.7,68.0,875.2631359999999,5.0,5.0,0.0,42.0,1.0
Male,White,-0.59,-0.02,2.6,65.0,717.894717,4.0,6.0,0.0,39.0,1.0
Female,White,-0.32,-0.43,3.3,69.0,724.736825,3.0,4.0,0.0,35.0,1.0
Female,White,0.0,0.0,3.1,45.0,704.736825,4.0,3.0,0.0,35.0,0.0
Female,White,0.0,0.0,3.1,68.0,720.526298,3.0,3.0,0.0,36.0,0.0
Female,White,0.16,0.4,2.6,67.0,733.6841900000002,3.0,3.0,0.0,40.0,0.0
Female,White,1.89,1.79,3.0,66.0,884.210501,4.0,3.0,0.0,47.0,1.0
Male,White,-0.21,-0.26,3.5,67.0,792.1052440000001,4.0,4.0,0.0,38.0,1.0
Male,White,-0.31,-0.25,3.2,68.0,604.210514,3.0,2.0,0.0,28.0,1.0
Female,White,0.79,-0.06,3.4,69.0,908.421028,2.0,5.0,0.0,46.0,1.0
Female,White,-0.43,-0.87,3.1,66.0,625.78946,3.0,3.0,0.0,30.0,0.0
Female,White,-0.45,-0.05,3.0,66.0,663.157879,4.0,5.0,0.0,33.0,1.0
Female,White,0.0,0.0,3.6,61.0,754.736825,3.0,4.0,1.0,35.0,0.0
Male,White,0.18,0.0,3.2,69.0,809.473663,5.0,4.0,0.0,41.0,0.0
Male,White,0.0,0.0,3.7,69.0,859.4736630000001,2.0,4.0,0.0,41.0,0.0
Female,White,-0.12,-0.33,3.1,65.0,815.263136,4.0,4.0,0.0,42.0,0.0
Male,White,0.12,0.22,3.3,69.0,724.736825,4.0,3.0,0.0,35.0,1.0
Male,White,-0.44,-0.91,3.4,67.0,718.9473519999998,4.0,5.0,0.0,34.0,1.0
Male,White,-1.5,-1.24,2.6,69.0,686.315771,4.0,3.0,0.0,37.0,1.0
Male,White,0.86,0.25,3.8,69.0,837.8947169999999,2.0,4.0,0.0,39.0,0.0
Female,White,-1.56,-1.46,2.3,68.0,593.157879,4.0,6.0,0.0,33.0,1.0
Female,White,0.32,0.07,3.6,69.0,865.2631359999999,4.0,4.0,0.0,42.0,1.0
Male,White,0.0,0.0,3.7,69.0,756.8420884999999,3.0,3.0,0.0,34.5,1.0
Male,Other,0.32,0.27,3.4,66.0,734.736825,3.0,6.0,0.0,35.0,0.0
Female,Other,-0.14,-0.66,3.5,69.0,713.157879,4.0,4.0,0.0,33.0,1.0
Female,White,0.12,0.64,4.0,68.0,905.2631359999999,4.0,6.0,0.0,42.0,1.0
Female,White,1.52,1.67,3.7,69.0,725.2631425,3.0,3.0,0.0,32.5,1.0
Female,Other,-1.06,0.0,3.0,68.0,710.526298,4.0,5.0,0.0,36.0,0.0
Male,White,0.66,0.76,2.6,59.0,796.842082,3.0,4.0,0.0,44.0,1.0
Male,White,-0.22,-0.71,2.7,67.0,712.1052440000001,3.0,3.0,0.0,38.0,1.0
Female,White,1.14,1.63,3.6,67.0,959.9999740000001,3.0,5.0,0.0,48.0,1.0
Male,White,-0.18,-0.53,3.4,64.0,671.578933,3.0,2.0,0.0,31.0,1.0
Female,White,-1.24,0.0,3.4,69.0,813.6841900000001,3.0,4.0,0.0,40.0,0.0
Male,White,1.4,0.7,3.7,69.0,875.2631359999999,4.0,5.0,0.0,42.0,1.0
Male,White,0.01,-0.89,3.3,67.0,614.210514,4.0,4.0,0.0,28.0,1.0
Female,White,-0.9,-0.89,3.2,67.0,809.473663,4.0,4.0,0.0,41.0,1.0
Male,White,0.17,0.51,3.5,51.0,634.210514,3.0,5.0,0.0,28.0,1.0
Male,White,-0.6,0.14,3.2,65.0,683.157879,4.0,3.0,1.0,33.0,0.0
Male,Black,-0.79,0.0,2.5,65.0,455.263149,4.0,1.0,0.0,23.0,0.0
Female,White,0.41,0.35,2.9,59.0,582.1052505,3.0,2.0,0.0,28.5,1.0
Male,White,1.41,0.86,3.2,69.0,675.2631425,4.0,3.0,0.0,32.5,1.0
Male,White,1.11,1.08,3.4,69.0,766.3157709999998,5.0,3.0,0.0,37.0,1.0
Male,White,0.02,0.31,2.9,54.0,779.473663,4.0,6.0,0.0,41.0,1.0
Female,Black,-1.83,-2.07,2.6,68.0,575.78946,3.0,5.0,0.0,30.0,0.0
Female,Black,-2.54,-2.64,3.0,69.0,631.578933,1.0,6.0,0.0,31.0,0.0
Female,White,0.99,1.39,3.2,62.0,856.842082,3.0,6.0,0.0,44.0,1.0
Male,White,-0.05,0.88,3.6,66.0,802.1052440000001,4.0,3.0,0.0,38.0,1.0
Female,White,-1.52,-0.69,3.6,69.0,762.6315615,3.0,4.0,0.0,35.5,1.0
Female,White,0.67,0.61,3.3,68.0,740.526298,3.0,2.0,0.0,36.0,1.0
Female,Black,-1.82,0.0,2.9,69.0,479.473676,4.0,3.0,0.0,22.0,0.0
Male,White,1.55,2.03,2.3,63.0,640.526298,3.0,2.0,0.0,36.0,1.0
Male,White,-0.73,-0.58,2.7,69.0,696.315771,4.0,3.0,1.0,37.0,1.0
Male,Black,-3.01,-2.97,2.5,61.0,502.63156799999996,3.0,4.0,0.0,26.0,0.0
Male,White,1.23,0.38,3.7,69.0,843.6841900000002,5.0,6.0,0.0,40.0,1.0
Female,White,1.97,2.19,3.3,60.0,772.1052440000001,2.0,4.0,0.0,38.0,1.0
Male,White,-0.44,-0.09,3.1,68.0,625.78946,3.0,2.0,0.0,30.0,1.0
Female,White,-0.54,-0.71,3.8,69.0,853.6841900000001,3.0,4.0,0.0,40.0,1.0
Female,White,0.0,0.0,3.2,52.0,572.631568,5.0,4.0,0.0,26.0,0.0
Female,White,0.38,0.19,2.9,57.0,661.0526155,3.0,5.0,1.0,33.5,1.0
Male,White,0.67,0.18,3.5,69.0,918.421028,5.0,5.0,0.0,46.0,1.0
Female,White,0.83,0.29,3.4,67.0,734.736825,3.0,3.0,1.0,35.0,1.0
Female,White,-1.26,-1.88,3.3,60.0,645.78946,1.0,3.0,0.0,30.0,0.0
Male,White,-1.57,-1.83,3.5,68.0,823.6841900000001,4.0,5.0,0.0,40.0,1.0
Female,White,-0.39,-0.53,3.3,69.0,740.526298,4.0,3.0,0.0,36.0,0.0
Female,Other,-1.02,-1.79,3.2,69.0,612.1052505,1.0,3.0,0.0,28.5,0.0
Male,Other,0.03,-0.49,3.6,68.0,675.78946,3.0,5.0,0.0,30.0,1.0
Male,Black,-0.06,-0.3,2.9,68.0,589.9999869999998,3.0,1.0,0.0,29.0,1.0
Female,White,0.58,0.05,3.5,61.0,713.157879,2.0,3.0,0.0,33.0,1.0
Female,White,0.5,0.16,3.1,66.0,720.526298,2.0,3.0,0.0,36.0,1.0
Female,White,-1.27,-0.76,2.5,69.0,613.157879,4.0,2.0,0.0,33.0,1.0
Female,White,-0.58,-0.16,3.9,69.0,721.578933,4.0,3.0,0.0,31.0,1.0
Male,Other,-1.46,-1.34,3.0,49.0,631.578933,2.0,3.0,1.0,31.0,0.0
Female,White,1.27,1.05,3.6,61.0,691.578933,4.0,3.0,0.0,31.0,1.0
Male,White,0.6,0.39,3.4,69.0,908.421028,4.0,6.0,0.0,46.0,1.0
Male,White,-0.3,0.04,2.9,64.0,779.473663,4.0,4.0,0.0,41.0,0.0
Male,Other,-0.74,-1.18,3.1,63.0,609.999987,2.0,3.0,0.0,29.0,1.0
Male,White,1.72,1.58,3.4,66.0,813.6841900000001,5.0,4.0,0.0,40.0,1.0
Male,Other,-1.64,-1.43,2.8,68.0,564.210514,5.0,4.0,0.0,28.0,1.0
Female,White,-0.46,-0.42,3.2,67.0,635.78946,3.0,3.0,0.0,30.0,1.0
Male,White,0.23,0.26,3.5,69.0,823.6841900000001,4.0,6.0,0.0,40.0,1.0
Male,White,0.01,0.58,3.2,67.0,841.052609,2.0,4.0,0.0,43.0,1.0
Female,White,0.36,0.63,3.0,67.0,710.526298,3.0,3.0,0.0,36.0,1.0
Male,Other,-2.86,0.0,3.0,68.0,773.6841900000001,4.0,4.0,0.0,40.0,0.0
Male,White,-0.55,-0.9,2.8,68.0,643.157879,3.0,3.0,0.0,33.0,1.0
Female,White,0.0,0.0,3.3,64.0,740.526298,3.0,5.0,1.0,36.0,1.0
Female,White,-0.81,-1.41,2.8,55.0,737.8947169999999,4.0,3.0,0.0,39.0,0.0
Female,White,-1.41,-1.0,3.2,68.0,777.894717,3.0,4.0,0.0,39.0,1.0
Male,Black,-1.11,-1.42,2.8,62.0,627.3684059999998,4.0,3.0,0.0,32.0,1.0
Female,White,1.6,1.55,3.8,68.0,916.842082,3.0,6.0,0.0,44.0,1.0
Female,White,-0.4,0.28,3.2,69.0,683.157879,3.0,3.0,0.0,33.0,1.0
Female,White,-0.18,-0.56,3.5,68.0,886.842082,4.0,5.0,0.0,44.0,1.0
Female,White,0.09,-0.01,3.5,69.0,760.526298,3.0,4.0,0.0,36.0,1.0
Male,White,0.01,-0.55,3.2,62.0,777.894717,3.0,3.0,0.0,39.0,1.0
Male,White,-1.01,-0.87,3.5,69.0,855.2631359999999,5.0,4.0,0.0,42.0,1.0
Female,White,-1.4,-1.2,3.4,69.0,861.052609,3.0,5.0,0.0,43.0,1.0
Female,White,-0.29,-0.48,3.5,63.0,681.578933,4.0,4.0,0.0,31.0,1.0
Female,Other,0.01,0.04,3.3,67.0,724.736825,4.0,3.0,0.0,35.0,1.0
Female,White,-0.54,-0.37,2.9,40.0,747.8947169999999,2.0,3.0,1.0,39.0,1.0
Male,Black,-0.29,-0.54,2.8,69.0,627.3684059999998,3.0,3.0,0.0,32.0,1.0
Female,White,1.22,1.03,3.0,69.0,789.473663,4.0,3.0,0.0,41.0,1.0
Male,White,1.37,1.34,3.7,69.0,827.894717,4.0,5.0,0.0,39.0,1.0
Male,Other,0.51,-0.39,3.3,69.0,693.157879,2.0,5.0,0.0,33.0,1.0
Male,White,0.55,-0.21,3.5,69.0,728.9473519999998,3.0,3.0,0.0,34.0,1.0
Female,White,-0.86,-0.58,2.6,67.0,638.9473519999999,5.0,2.0,0.0,34.0,0.0
Male,White,0.2,0.13,3.4,68.0,766.3157709999998,3.0,3.0,0.0,37.0,1.0
Female,Black,-1.06,-1.97,2.1,70.0,494.210514,3.0,3.0,0.0,28.0,0.0
Female,White,1.59,1.84,2.8,67.0,722.1052440000001,3.0,2.0,0.0,38.0,0.0
Male,White,1.09,1.68,3.2,65.0,698.9473519999999,3.0,3.0,0.0,34.0,1.0
Female,White,-0.2,-0.98,2.6,48.0,623.157879,4.0,3.0,0.0,33.0,1.0
Male,White,0.86,0.72,3.4,60.0,766.3157709999998,2.0,2.0,0.0,37.0,1.0
Female,White,-0.48,0.57,3.6,69.0,802.1052440000001,3.0,3.0,0.0,38.0,1.0
